code_m,name_m,code_s,name_s,code_ss,name_ss
,,50001363,스트링,,
,,50001364,기타테니스용품,,
50000043,스쿼시,50001365,스쿼시라켓,,
,,50001366,스쿼시공,,
,,50001368,기타스쿼시용품,,
50000044,족구,50001241,족구공,,
,,50001242,족구네트,,
,,50001243,족구의류,,
,,50001244,족구화,,
,,50001246,기타족구용품,,
50000045,볼링,50005254,볼링의류,,
,,50001247,볼링공,,
,,50001248,볼링용품,,
,,50001249,볼링화,,
,,50001250,아대,,
,,50001251,볼링가방,,
50000048,댄스,50005461,댄스복,,
,,50001278,댄스소품,,
50000049,권투,50001279,글러브,,
,,50007149,핸드랩,,
,,50001280,미트,,
,,50001281,샌드백,,
50000050,보호용품,50001282,마우스피스,,
,,50001283,머리보호대,,
,,50001284,급소보호대,,
,,50001285,몸통보호대,,
,,50001286,배보호대,,
,,50001287,팔보호대,,
,,50007238,테이핑요법,,
,,50007239,손목보호대,,
,,50007240,다리보호대,,
,,50007241,무릎보호대,,
,,50007242,발목보호대,,
,,50007243,허리보호대,,
,,50007244,어깨보호대,,
50000052,수련용품,50001291,무도복,,
,,50001292,수련화,,
,,50001293,띠/벨트,,
,,50001294,격파용품,,
,,50001295,교본,,
,,50001296,기타수련용품,,
50000051,무술용품,50001288,목검/가검,,
,,50001289,봉/곤/창,,
,,50001290,기타무술용품,,
50000020,마라톤용품,,,,
50000021,당구용품,,,,
50000022,기타스포츠용품,,,,
50000165,공구,50001020,목공공구,50003282,대패
,,,,50003283,샌더
,,,,50003284,트리머
,,,,50003285,조각기
,,,,50003286,톱
,,,,50003287,홀쏘
,,50001021,설비공구,50003288,배관용품
,,,,50003289,컷터기
,,,,50003290,확관기
,,,,50003358,코아드릴
,,,,50003359,파이프머신
,,50001022,용접공구,50003360,용접기
,,,,50003361,용접봉
,,,,50003362,용접용품
,,,,50003363,인두기
,,,,50003364,인두용품
,,,,50003365,절단기
,,,,50003366,해빙기
,,50001023,예초기,50003367,가스예초기
,,,,50003368,엔진예초기
,,,,50003369,충전/전기예초기
,,,,50003370,예초기부품
,,50001024,원예공구,50003371,농기구
,,,,50003372,압축분무기
,,,,50003373,비료살포기
,,,,50003374,원예가위
,,,,50003375,잔디깎이
,,,,50003376,호스/호스카트
,,,,50003377,스프링쿨러
,,,,50003378,기타원예공구
,,,,50006194,농기계
,,50001025,에어공구,50003379,에어건
,,,,50003380,에어렌치
,,,,50003381,에어스프레이건
,,,,50003382,에어타카
,,,,50003383,에어호스/게이지
,,,,50003384,컴프레서
,,,,50003385,유압공구
,,,,50003386,기타에어공구
,,50001026,수작업공구,50003387,공구세트
,,,,50003388,공구함
,,,,50003389,니퍼
,,,,50003390,도끼
,,,,50003391,드라이버
,,,,50003392,렌치
,,,,50003393,망치
,,,,50003394,몽키
,,,,50003395,복스
,,,,50003396,스패너
,,,,50003397,타카
,,,,50003398,타카핀
,,,,50003399,펜치
,,,,50003400,플라이어
,,,,50003401,바이스
,,,,50003402,핀셋
,,,,50003403,작업대
,,,,50003404,기타수작업공구
,,50001027,전동공구,50003405,드릴세트
,,,,50003406,비트세트
,,,,50003408,청소기
,,,,50003409,광택기
,,,,50003410,송풍기
,,,,50003411,열풍기
,,,,50003412,전동공구액세서리
,,,,50003413,전동드릴
,,,,50003414,충전드릴
,,,,50003415,해머드릴
,,,,50003416,컷쏘
,,,,50003417,기타전동공구
,,50001028,절삭공구,50003418,각도/고속절단기
,,,,50003419,그라인더
,,,,50003420,그라인더날
,,,,50003421,다용도조각기
,,,,50003422,루터
,,,,50003423,루터날
,,,,50003424,직소기
,,,,50003425,직소기날
,,50001029,측정공구,50003426,레이저측정기
,,,,50003427,산업용저울
,,,,50003428,수평기
,,,,50003429,온도계/습도계
,,,,50003430,염도계
,,,,50003431,워킹자/줄자
,,,,50003432,캘리퍼스
,,,,50003433,테스트기
,,,,50003434,방사능측정기
,,,,50003435,조도계
,,,,50003436,음주측정기
,,,,50003437,흡연측정기
,,,,50003438,산소포화도측정기
,,,,50003439,기타측정기
,,50001030,소형기계,50003440,펌프
,,,,50003441,모터
,,,,50003442,발전기
,,,,50003443,기타소형기계
,,50001031,안전용품,50003444,보안경
,,,,50003445,마스크
,,,,50003446,소방용품
,,,,50003447,소화기
,,,,50003448,안전/작업복
,,,,50003449,안전모
,,,,50003450,안전장갑
,,,,50003451,안전표시/신호
,,,,50003452,안전화
,,,,50003453,비상/구난용품
,,,,50003454,기타안전용품
,,50001032,전기용품,50003455,멀티탭
,,,,50003456,일회용 건전지
,,,,50003457,일회용 리튬건전지
,,,,50003458,충전용 건전지/배터리
,,,,50003459,기타전기용품
,,50001033,접착용품,50003460,글루건
,,,,50003461,세정제/클리너
,,,,50003462,스프레이
,,,,50003463,윤활유
,,,,50003464,실리콘
,,,,50003465,접착제
,,,,50006193,시멘트/몰탈
,,50001034,체결용품,50003466,나사
,,,,50003467,리벳
,,,,50003468,못
,,,,50003469,볼트/너트
,,,,50003623,스프링
,,,,50003528,핀
,,,,50003529,홀딩클램프
,,50001035,페인트,50003530,수성페인트
,,,,50003531,유성페인트
,,,,50003532,락카/스프레이페인트
,,50001036,페인트용품,50003533,젯소
,,,,50003534,바니시
,,,,50003535,스테인
,,,,50003536,에폭시
,,,,50003537,붓
,,,,50003538,롤러
,,,,50006192,방수제
,,,,50003539,기타페인트용품
,,50001037,운반용품,50003540,사다리
,,,,50003541,핸드카트/운반기
,,,,50006195,지게차
,,50001038,포장용품,50003542,밴딩기
,,,,50003543,택배박스
,,,,50003544,택배봉투
,,,,50003545,테이프
,,,,50003546,커터
,,,,50003547,리본
,,,,50003548,포장지
,,,,50006878,선물박스
50000158,문구/사무용품,50001039,다이어리/플래너,50003549,스케줄러/플래너
,,,,50003550,다이어리
,,,,50003551,캘린더/달력
,,,,50003552,바인더
,,,,50003553,속지/포켓
,,,,50003555,가계부
,,50001040,노트/수첩,50003556,노트
,,,,50003557,노트패드
,,,,50003558,점착식메모지
,,,,50003559,수첩
,,,,50003560,메모지
,,50001041,필기도구,50003563,리필심
,,,,50003564,만년필
,,,,50003565,매직
,,,,50003566,네임펜
,,,,50003567,보드마카
,,,,50003568,볼펜
,,,,50003569,분필
,,,,50003570,사인펜
,,,,50003571,샤프
,,,,50003572,샤프심
,,,,50003573,연필
,,,,50003574,연필깎이
,,,,50003575,잉크
,,,,50003576,펜
,,,,50003577,필기구세트
,,,,50003578,형광펜
,,,,50003579,기타필기도구
,,,,50007548,필통
,,,,50007568,붓펜
,,50001042,앨범,50003581,접착식앨범
,,,,50003582,포켓식앨범
,,,,50003583,포토박스
,,,,50003584,폴라로이드앨범
,,50001043,보드/칠판,50003585,네온보드
,,,,50003586,메모판/미니보드
,,,,50003587,블랙보드
,,,,50003588,전자칠판
,,,,50003589,칠판
,,,,50003590,코르크/게시판
,,,,50003591,화이트보드
,,50001044,데스크용품,50003592,데스크패드
,,,,50006877,데스크정리함
,,,,50003593,독서대
,,,,50003594,북엔드
,,,,50003595,문진
,,,,50003597,연필꽂이
,,,,50003598,메모꽂이
,,,,50007688,저금통
,,,,50007689,문서보관함/서류함
,,,,50007708,서류꽂이/서류받침대
,,,,50007728,명함꽂이
,,50001047,용지,50003732,복사지
,,,,50003733,견출지
,,,,50003734,라벨지
,,,,50003735,양식/서식지
,,,,50003736,인화지/포토용지
,,,,50003737,컬러복사지
,,,,50003738,코팅지/필름지
,,,,50003739,팩스용지/전산용지
,,,,50003740,기타용지
,,50001048,사무기기,50003741,OHP
,,,,50003742,공학용계산기
,,,,50003743,일반계산기
,,,,50003744,금고
,,,,50003745,금전등록기
,,,,50003746,동전계수기
,,,,50003747,디지털복사기
,,,,50003748,문서세단기
,,,,50003749,수표발행기
,,,,50003750,실물화상기
,,,,50003751,재단기
,,,,50003752,전자타자기
,,,,50003753,접지기
,,,,50003754,제본기
,,,,50003755,지폐계수기
,,,,50003756,천공기
,,,,50003757,출퇴근기록기
,,,,50003758,코팅기
,,,,50003759,팩스
,,50000921,제도용품,50003761,제도용자
,,,,50003762,제도용지
,,,,50003763,제도용필기구
,,,,50003764,제도판
,,,,50003765,기타제도용품
,,50000922,이벤트/파티용품,50003766,가면/머리띠
,,,,50003767,데코용품
,,,,50003768,야광용품
,,,,50003770,식기/테이블용품
,,,,50003771,폭죽/불꽃놀이
,,,,50003773,고깔모자
,,,,50003774,가랜드
,,,,50003775,풍선/풍선용품
,,,,50007668,태극기
,,,,50007649,케이크토퍼
,,50007588,스티커/테이프,50007608,스티커
,,,,50007628,네임스티커
,,,,50007648,마스킹테이프
,,,,50007629,테이프
,,50007748,스탬프/도장,50007669,스탬프
,,,,50007768,스탬프패드
,,,,50007769,도장
,,,,50007788,인주
,,50007749,문구용품,50007828,사무용가위
,,,,50007848,사무용칼
,,,,50007868,펀치
,,,,50007809,모양펀치
,,,,50007888,다이모/엠보서
,,,,50007908,지우개
,,,,50007928,수정용품
,,,,50007909,자
,,,,50007849,자석
,,,,50007750,풀/접착제
,,,,50007968,클립/핀
,,,,50007988,집게
,,,,50007770,스테이플러/침
,,,,50008008,북마크
,,,,50007969,문구세트
,,,,50008888,기타문구용품
,,50008028,파일/바인더,50008048,바인더
,,,,50008068,파일
,,,,50008088,파일속지
,,,,50008049,서류철/결재판
,,50008108,지도/지구본,50008109,세계지도
,,,,50008128,국내지도
,,,,50008129,지구본
,,50008110,카드/엽서/봉투,50008130,카드
,,,,50008131,편지지
,,,,50008148,엽서
,,,,50008069,봉투
,,,,50008149,청첩장
,,,,50008111,모바일초대장
,,50008248,사무용품,50008268,명패
,,,,50008249,명찰
,,,,50008288,현수막
,,,,50008308,상패
,,,,50008328,명함/전단지제작
50000054,화방용품,50000923,서예/동양화용품,50003777,먹
,,,,50003778,먹물
,,,,50003779,벼루
,,,,50003780,연적
,,,,50003781,문진
,,,,50003782,전각재료
,,,,50003783,멍석
,,50000924,미술도구수납용품,50003784,아트백
,,,,50003785,화구통/박스
,,,,50003786,붓통/케이스
,,50000925,미술보조용품,50003787,이젤
,,,,50003788,팔레트
,,,,50003789,물통
,,,,50003790,컬러가이드
,,,,50003791,토시/앞치마/장갑
,,,,50003792,목각인형
,,,,50003793,아크릴판
,,,,50003794,보조제/접착제/정착제
,,50000926,전문지류/미술지류,50003796,캔버스/판넬
,,,,50003797,스케치북/크로키북
,,,,50003798,미술용지
,,,,50003799,한지/공예용지
,,,,50003800,화선지
,,,,50003801,골판지
,,,,50003802,간지
,,,,50003803,색종이/종이접기
,,50000927,페인트/염료/잉크,50003881,페인트
,,,,50003882,염료
,,,,50003883,잉크
,,50000928,붓,50003884,구성붓/세필붓
,,,,50003885,수채화붓
,,,,50003886,유화붓
,,,,50003887,아크릴붓
,,,,50003888,서예/동양화붓
,,50000929,물감/포스터컬러,50003889,수채화물감
,,,,50003890,유화물감
,,,,50003891,아크릴물감
,,,,50003892,동양화물감
,,,,50003893,포스터컬러
,,50000930,스케치/드로잉용품,50003894,목탄/콘테
,,,,50003895,수채색연필
,,,,50003896,유성색연필
,,,,50003897,파스텔
,,,,50003898,오일파스텔
,,,,50003899,마카
,,,,50003900,크레파스
,,50000931,애니메이션용품,50003901,라이트박스
,,,,50003902,만화원고지
,,,,50003903,펜촉/펜대
,,,,50003904,스크린톤
,,50000636,우드락/폼보드,,
,,50000932,조소/판화용품,50003905,조소용품
,,,,50003906,찰흙/점토
,,,,50003907,클레이
,,,,50003908,판화용품
50000057,관상어용품,50000380,사료,,
,,50000381,수조장식용품,,
,,50000382,수조청소용품,,
,,50000383,수족관/어항,,
,,50000384,수초,,
,,50000385,에어/기포,,
,,50000386,모터,,
,,50000387,히터,,
,,50000388,조명,,
,,50000389,여과기/여과제,,
50000056,수집품,50000949,게임,50004131,다트
,,,,50004132,보드게임
,,,,50004133,마술도구
,,50000950,퍼즐/블록,50004134,퍼즐
,,,,50004135,블록
,,50000951,모형/프라모델/피규어,50004136,모형
,,,,50004278,다이캐스트
,,,,50004279,밀리터리
,,,,50004280,프라모델
,,,,50006829,프라모델용품
,,,,50007028,피규어
,,,,50007029,보관용품
,,50000952,무선/RC,50006129,드론
,,,,50004281,보트/배
,,,,50004282,자동차
,,,,50004283,탱크
,,,,50004284,중장비
,,,,50004285,헬기
,,,,50004286,비행기
,,,,50004287,RC소품
,,50000954,서바이벌,50004292,보호장비
,,,,50004293,서바이벌용품
,,,,50004294,건(GUN)
,,50000955,화폐,50004295,지폐
,,,,50004296,주화
,,50000956,우표/씰,50004297,우표
,,,,50004298,씰
,,,,50000374,LP
,,,,50000375,공예품
,,50000957,중고도서,50004299,도서
,,,,50004300,만화
,,50000958,코스튬플레이,50004301,의상
,,,,50004302,소품
,,50000376,포스터,,
,,50000378,이색수집품,,
,,50000373,서예/글씨,,
,,50007079,아이돌굿즈,50007080,포토/브로마이드
,,,,50007081,스티커
,,,,50007082,문구사무용품
,,,,50007083,텀블러/물병
,,,,50007084,응원봉
,,,,50007085,휴대폰용품
,,,,50007086,기타굿즈
50000055,자동차용품,50000933,DIY용품,50003909,도색용품
,,,,50003910,레진
,,,,50003911,접착제
,,,,50003912,보호필름
,,,,50003913,시트지
,,,,50003914,DIY전구
,,,,50003915,LED소자
,,,,50003916,릴레이
,,,,50003918,스위치
,,,,50003919,전기용품
,,,,50003920,휴즈
,,,,50003921,공구
,,50000934,램프,50003922,실내등
,,,,50003923,안개등
,,,,50003924,전조등
,,,,50003925,테일램프
,,,,50003926,방향지시등
,,,,50003927,기타램프용품
,,50000935,차량실내용품,50003928,바닥매트
,,,,50006830,목쿠션
,,,,50006831,등쿠션
,,,,50006832,팔/틈새쿠션
,,,,50006833,방석
,,50000637,배터리,,
,,50000936,배터리용품,50003929,배터리충전기
,,,,50003930,점프선
,,,,50003931,터미널
,,,,50003932,기타배터리용품
,,50000937,공기청정용품,50003934,에어컨필터
,,50000938,세차용품,50003935,광택기
,,,,50003936,컴프레셔
,,,,50003938,먼지털이개
,,,,50003939,브러시
,,,,50003940,세차도구세트
,,,,50003941,세차물통
,,,,50003942,세차장갑
,,,,50003943,스펀지
,,,,50003944,타월/융
,,,,50003945,가죽클리너
,,,,50003946,광택코팅제
,,,,50003947,세차패키지
,,,,50003948,카샴푸
,,,,50003949,타이어세정광택제
,,,,50003950,휠세정광택제
,,,,50003952,스티커제거제/타르제거제
,,,,50003953,엔진룸세척
,,,,50003954,유리코팅제
,,,,50003955,유리세정제
,,,,50003956,유리복원제
,,,,50003957,김서리방지제
,,,,50003958,정전기방지
,,,,50003959,차량용커버
,,,,50003960,컴파운드
,,,,50003937,호스
,,50000939,키용품,50003962,시동경보기
,,,,50003963,스마트키
,,,,50003964,스킨
,,,,50003965,스타트버튼
,,,,50003966,키노브
,,,,50003967,키케이스
,,,,50003969,폴딩키
,,50000638,시트커버,,
,,50000940,편의용품,50003970,차량용가습기
,,,,50003971,차량용공기청정기
,,,,50003972,차량용냉/온장고
,,,,50003973,차량용면도기
,,,,50003974,차량용보온컵
,,,,50003975,차량용선풍기
,,,,50004044,차량용온풍기
,,,,50004045,차량용청소기
,,50000941,오일관리,50004046,미션오일
,,,,50004047,미션오일첨가제
,,,,50004048,부동액
,,,,50004049,브레이크오일
,,,,50004050,엔진오일첨가제
,,,,50004051,연료첨가제
,,,,50004052,오일세트
,,,,50004053,오일필터
,,,,50004054,엔진오일
,,,,50004055,연비향상오일
,,,,50004056,기타오일용품
,,50000942,익스테리어용품,50004057,스티커
,,,,50004058,엠블럼
,,,,50004059,가드
,,,,50004060,몰딩
,,,,50004061,사이드미러
,,,,50004062,후사경
,,,,50004063,선루프
,,,,50004064,선바이저
,,,,50004065,에어로파츠
,,,,50004066,와이퍼
,,,,50004067,워셔액
,,,,50004068,도어스커프
,,,,50004069,번호판볼트
,,,,50004070,사이드스텝
,,,,50004071,안테나볼
,,,,50004072,폴대
,,,,50004073,후드핀
,,,,50004074,캐리어
,,,,50004075,루프박스
,,50000943,인테리어용품,50004076,기어용품
,,,,50004077,대시보드커버
,,,,50004078,룸미러
,,,,50004079,룸미러커버
,,,,50004080,보조룸미러
,,,,50004081,몰딩
,,,,50004082,썬팅필름
,,,,50004083,안전벨트
,,,,50004084,차량용나침반
,,,,50004085,차량용시계
,,,,50004086,차량용장식소품
,,,,50004087,차량용재떨이
,,,,50004088,차량용사진액자
,,,,50004089,페달용품
,,,,50004090,핸들
,,,,50004091,핸들커버
,,,,50004092,햇빛가리개
,,,,50004093,주차번호판
,,50000944,전기용품,50004094,소켓/시거잭
,,,,50004095,인버터
,,,,50004096,전류전압안정기
,,,,50004097,접지케이블
,,,,50004098,차량용태양열충전기
,,,,50004099,차량용AC어댑터
,,,,50004100,컨버터
,,50000945,수납용품,50004101,CD바이저
,,,,50004102,논슬립패드
,,,,50004103,선글라스클립
,,,,50004104,옷걸이/후크/행거
,,,,50004105,콘솔박스
,,,,50004106,트렁크정리함
,,,,50004107,포켓
,,,,50004108,홀더
,,,,50004109,휴지통
,,,,50004111,우산걸이
,,,,50004112,테이블
,,50000946,휴대폰용품,50004113,차량용휴대폰거치대
,,,,50004114,차량용휴대폰충전기
,,50000424,스노우체인,,
,,50000947,타이어/휠,50004115,휠
,,,,50004116,휠용품
,,,,50004117,타이어
,,,,50004118,타이어용품
,,50000948,튜닝용품,50004119,냉각
,,,,50004120,배기/흡기튜닝
,,,,50004121,브레이크
,,,,50004122,서스펜션
,,,,50004123,엔진튠업
,,,,50004124,점화케이블
,,,,50004125,점화플러그
,,,,50004126,계기판
,,,,50004127,게이지
,,,,50004128,혼
,,,,50004129,레이싱용품
,,,,50004130,기타튜닝용품
,,50000423,차량용케이블,,
50000156,악기,50000959,피아노,50004303,그랜드피아노
,,,,50004304,디지털피아노
,,,,50004305,일반피아노
,,,,50004306,피아노용품
,,50000868,기타(guitar),50004307,베이스기타
,,,,50004308,어쿠스틱기타
,,,,50004309,오베이션기타
,,,,50004310,우쿨렐레
,,,,50004311,일렉기타
,,,,50004312,클래식기타
,,50000869,건반악기,50004314,멜로디언
,,,,50004315,아코디언
,,,,50004316,오르간
,,,,50004319,실로폰
,,,,50004320,키보드/신시사이저
,,50000870,현악기,50004321,만돌린
,,,,50004322,바이올린
,,,,50004323,베이스
,,,,50004324,비올라
,,,,50004325,전자바이올린
,,,,50004327,첼로
,,,,50004328,하프
,,,,50004329,기타현악기
,,,,50004330,케이스
,,,,50004331,활
,,,,50004332,현악기소품/부품
,,50000871,관악기,50004333,색소폰
,,,,50004334,오카리나
,,,,50004335,클라리넷
,,,,50004336,트럼펫
,,,,50004337,팬플루트
,,,,50004338,플룻
,,,,50004339,호른
,,,,50004340,휘슬
,,,,50004341,오보에
,,,,50004342,피콜로
,,,,50004343,바순
,,,,50004344,트롬본
,,,,50004345,튜바
,,,,50004346,유포니움
,,,,50004347,리코더
,,,,50004348,관악기소품/부품
,,50000872,타악기,50004349,드럼
,,,,50004350,스틱/스탠드
,,,,50004351,심벌즈
,,,,50004352,전자드럼
,,,,50004354,기타타악기
,,,,50004353,타악기소품/부품
,,50000873,국악기,50004355,가야금
,,,,50004356,거문고
,,,,50004357,꽹과리
,,,,50004358,단소
,,,,50004359,대금
,,,,50004360,북
,,,,50004361,소금
,,,,50004362,장구
,,,,50004363,징
,,,,50004364,해금
,,,,50004365,기타국악기
,,,,50004366,국악기/소품/부품
,,50000874,음향기자재,50004367,메트로놈
,,,,50004368,보면대
,,,,50004369,스탠드
,,,,50004370,앰프
,,,,50004371,이펙터
,,,,50004372,튜너기
,,,,50004373,파워믹서
,,50000875,기타악기,50004374,핸드벨
,,,,50004375,탬버린
,,,,50004376,하모니카
,,,,50004485,기타교육용악기
50000059,DVD,50000879,영화,50004511,국내영화
,,,,50004512,해외영화
,,50000880,드라마,50004513,국내TV드라마
,,,,50004514,해외TV드라마
,,50000236,애니메이션,,
,,50000237,뮤직비디오,,
,,50000238,취미/스포츠,,
,,50000239,종교,,
,,50000240,교육,,
,,50000241,교양/다큐멘터리,,
,,50000242,유아/어린이,,
50000058,음반,50000234,국내앨범,,
,,50000235,해외앨범,,
50000155,반려동물,50006630,강아지 사료,50006631,건식사료
,,,,50006632,소프트사료
,,,,50006633,습식사료
,,,,50006634,수제사료
,,,,50006635,분유/우유
,,,,50008289,동결건조 사료
,,50006636,강아지 간식,50006637,개껌
,,,,50006638,육포/건조간식
,,,,50006639,수제간식
,,,,50006640,비스킷/스낵
,,,,50006641,동결건조 간식
,,,,50006642,캔/파우치
,,,,50006643,트릿/스틱
,,,,50006644,통살/소시지
,,,,50006645,음료
,,,,50008408,빵/케이크
,,50006646,강아지 배변용품,50006647,배변패드
,,,,50006648,배변판
,,,,50006649,기저귀/팬티
,,,,50006650,탈취제/소독제
,,,,50006652,배변유도제
,,,,50006653,배변봉투/집게
,,50006654,강아지 건강/관리용품,50006655,영양제
,,,,50006657,눈/귀 관리용품
,,,,50006656,강아지유산균
,,,,50006658,치약
,,,,50006659,칫솔
,,,,50006660,구강청결제
,,,,50006661,구강티슈
,,50006662,미용/목욕,50006663,샴푸/린스/비누
,,,,50006664,에센스/향수/밤
,,,,50006665,브러쉬/빗
,,,,50006666,이발기
,,,,50006667,미용가위
,,,,50006668,발톱/발 관리
,,,,50006669,드라이기/드라이룸
,,,,50006670,타월/가운
,,,,50008348,물티슈/크리너
,,,,50008309,샤워기/욕조
,,,,50006671,기타 미용/목용용품
,,50006673,강아지 장난감/훈련,50006674,노즈워크
,,,,50006675,장난감/토이
,,,,50006676,공/원반
,,,,50006677,훈련용품
,,,,50008508,자동장난감
,,50006678,고양이 사료,50006679,건식사료
,,,,50006680,습식사료
,,,,50006682,수제사료
,,,,50006683,분유/우유
,,,,50008388,동결건조 사료
,,50006684,고양이 간식,50006685,캔/파우치
,,,,50006686,수제간식
,,,,50006687,육포/건조간식
,,,,50006688,동결건조 간식
,,,,50006689,트릿/스틱
,,,,50006690,통살/소시지
,,,,50006691,비스킷/스낵
,,,,50006692,캣닢/캣그라스
,,,,50006693,음료
